review_id;airline_name;review_rating;review_date;travel_date;date_dif;flight_length;booking_class;flight_origin;flight_destination;seat_comfort;customer_service;cleanliness;food_beverage;ife;value_for_money;check_in_boarding;full_review
444342920;Lufthansa;1;14.12.16;Nov 16;1;International;Premium Economy;Sydney;Frankfurt;;;;;;;;Out of 5 flights booked with Lufthansa to and from Europe in November only 1 ended up being a Lufthansa flight. The other four codeshare and they were fine with Singapore Airlines and Czech Air. Our major complaint is that on arrival at Prague Airport to catch our flight to Frankfurt to connect with our flights to Singapore and then Sydney on the same day we found that the Pilots were on strike and had been since the day before!We had NO notification of the strike by email or SMS and therefore no effort all had been made to make alternative travel arrangements for us to get home. It was only due to the efforts of a lovely girl at Prague Airport who managed to get us on to a Czech Air flight to Frankfurt that we were able to finally get onto a Singapore Airlines flight that got us into Singapore in time to connect with their next flight home to Sydney. 16 strikes in 2 years tells you how internally unhappy this airline is and we will never fly with them again. The last thing you need at the end of a holiday when you have commitments back home is to be left uninformed and stranded on the other side of the world. Also, since our return, not one message or apology from Lufthansa for our inconvenience. Says it all!
443624906;Lufthansa;3;11.12.16;Dec 16;0;Europe;Economy;Kiev;Frankfurt;1;2;3;2;1;2;3;I have flown many airlines over the past few years, and have been on 7 lufthansa flights in total. Sadly I think they are following the American airline playbook. The seats are incredibly uncomfortable, and everyone is tightly jammed together. If you never looked at the name on the plane you could be forgiven if you thought United or Delta, or Southwest. This will be another airline I will try to avoid if possible. I think you should look to Canada or the middle east for tips on improving your airline.
443282537;Lufthansa;3;10.12.16;Dec 16;0;Europe;Economy;London;Frankfurt;4;3;;;3;4;;Tried Lufthansa as a change from British Airways who seem to have lost the plot! Overall much better than BA, but spoilt it by changing our seats on the return from close to the front to the very back and not telling us. However you can choose seats on booking and free food and drink.
443036241;Lufthansa;5;09.12.16;Oct 16;2;Domestic;Economy;Berlin;Frankfurt;4;5;5;4;4;4;5;Everything - since the beginning till the end was just perfect. Great service, smiling crew, a lot of space for legs.
442973428;Lufthansa;4;08.12.16;Nov 16;1;International;Premium Economy;Orlando;Frankfurt;4;5;4;5;5;5;5;Flight was on time and great service from Stewarts. Multiple drinking services including wine, two meals that were actually decent and a great selection of movie options for a long flight. More leg room was nice for the longer flight and upgrade to premium economy was reasonable. Requested handicap assistance and airline had someone at check-in, at gate to change flights, and to assist with customs - great service provided free and wouldn't take tips.
442822962;Lufthansa;1;08.12.16;Nov 16;1;International;Premium Economy;Johannesburg;Frankfurt;2;1;2;1;2;1;1;"After being on a train trip in SA with no internet/mobile communication we came to Jburg for check-in and was met by the message strike and cancelled flight. Can happen, BUT we were also met by a totally unprepared rebooking alternative for our flight. A return flight to Frankfurt we booked and paid for more than 6 months ago. The check-in people started to browse for an hour and came to (as they said) booked seat on another airline. We were sent to another terminal, queuing and just met by ""No, they haven't booked you, you are on a waiting list. Come back within two hours and we'll see..."".Went back to LH desk new browsing (little or no information...) after another hour booked on another airline. Went there, ""No, we have not got the necessary information from LH, wait here..."". Another, very nervous waiting for us and just before closing we got thru.We can understand cancelled flight, but not the not prepared alternative route and some at least preliminary bookings or at least a concise and well managed acting with us in focus and informed and rightly informed all the time. We had to chase people, information, terminals and what have you. The LH staff more or less didn't notice we were anxious people, more trying to find ways foe some ""parcel distribution"" or what have you?We certainly will do our outmost to choose other carriers in the coming."
442025096;Lufthansa;3;04.12.16;Dec 16;0;Europe;Economy;London;Frankfurt;3;3;;;3;3;;There isn't a lot to distinguish between the main airlines on shorthand flights. My short hop from Heathrow to Frankfurt was fine but nothing special. While we took off 15 minutes late we made up the time on route. Staff were courtious if not overly friendly, but efficient as you would expect. The inflight snack was a rather German sandwich which could have been better, but this is only a minor gripe. Overall I prefer BA, but would use Lufthansa again if the flight times are more convenient.
441866733;Lufthansa;4;03.12.16;Nov 16;1;Europe;Economy;Rome;Frankfurt;3;4;3;3;;3;4;Quite good flight, as usual. In time flight, space for legs enough for a flight lasting around 1h. Useful for international connections because youf arrival finger will be at the main area of the FRA airport.
441855708;Lufthansa;1;03.12.16;Dec 16;0;International;Business Class;Ashkhabad;Frankfurt;1;1;;;1;1;;Flew biz class frankfurt to ashgabad. Its really glorified economy class with seats not reclining at all, nowhere to hang your jacket and staff with attitude. No tv screens and no tablets given outWill not fly with them again
441830844;Lufthansa;4;03.12.16;Aug 16;4;Europe;Economy;Riga;Frankfurt;3;5;5;4;1;5;5;New aircraft, very clean, they give a sandwich and some drinks during the flight, that was amazing because nowadays is very rare in european flights. The seat are not so comfortable but for 2 hours it's enough.
441775845;Lufthansa;5;03.12.16;Nov 16;1;International;Economy;Detroit;Frankfurt;5;5;4;5;4;4;5;A great flight from start to finish. The airplane left on time, was an Airbus A330 with nice comfortable seats. Staff were extremely friendly and courteous, food and drink service and quality were excellent. Great flight information and graphic maps.
441745113;Lufthansa;1;03.12.16;Dec 16;0;International;Economy;Shanghai;Frankfurt;1;1;5;1;4;3;1;unfriendly and unhelpful Team on board. I fly at least 6 times intercontinental and at least 30 domestic flights.The latest flight was the worst with Lufthansa.
441625746;Lufthansa;1;02.12.16;Dec 16;0;International;Economy;Toronto;Frankfurt;1;1;1;1;1;1;1;the worse airline ever we book with Lufthansa on 1st Dec 2016 after waiting 3 hours inside the plane they canceled they told us it will be for 04:30 next day and we went there on 01:30 and again waiting long time inside the plane and the flight departed at 6:15 I dont know why these people are lying and plus there plane are too old uncomfortable and bad service .that why they have on November 2016 four cancellations all lairs every one there lying they dont care about people they dont have humanity only try how to sale ticket as much as they can shem on you Lufthansa from drooping down from big airline to cheat people shame on you and shame on you Lufthansa not recommend at all
441515699;Lufthansa;3;02.12.16;Dec 16;0;Europe;Business Class;Luxemburg;Frankfurt;3;4;;;;3;;Short haul from Luxemburg to Frankfurt. Quiet Crj900, good comfort for 30 min flight. Small meal, adapted to flight time and day time. Good mobile check-in. Keeps you updated. Friendly and courteous crew.Down side: Luxairport. No hand dryers in only men's restroom. No fast track through security. No fast track for boarding.
441395059;Lufthansa;3;01.12.16;Dec 16;0;Europe;Business Class;Stockholm;Frankfurt;2;;;;1;3;;We took a early morning flight. Seats are nothing special. Middle seats free. We were served breakfast. Ice cold trays, not very fresh bread, nothing special. Crew okay. As many times parked remote and bus.
441082020;Lufthansa;3;30.11.16;Nov 16;0;Europe;Business Class;Krakow;Frankfurt;3;4;4;3;1;3;4;This flight is a little better than my original flight from Frankfort to Warsaw, however in regard to business class it is the same.They keep the next chair to you empty so you feel you are in business class !!!it doesn't make difference if you are on business or economy.though it is considered international flight they don't have any entertainment on the flight.
441080051;Lufthansa;5;30.11.16;Nov 16;0;International;Business Class;Riyadh;Frankfurt;4;5;5;4;3;5;5;The flight is nice , flew on time , seats were good also the food and entertainment.The only thing was not there is on air wifi.
440764358;Lufthansa;4;28.11.16;Apr 16;7;International;Economy;Newark;Frankfurt;3;3;3;4;4;3;3;It was a big jet and a tight squeeze. Not sure I'd like to fly on such a large plane again, given a choice, since I felt like a sardine, even on an end seat in the middle section. Sleeping was not an option, unfortunately, considering how long the flight was. The way the cabin is set up, sound just ping pongs around, so it's always sort of loud. The flight attendants were very pleasant though. The warm, damp towel was nice, as was the complimentary after dinner drink.
440476395;Lufthansa;4;27.11.16;Sep 16;2;International;Economy;Chicago;Frankfurt;3;5;5;5;5;4;5;Flew from Chicago O'Hare (ORD) to Frankfurt (FRA) on flight LH431, which was a redeye flight that leaves around 4 PM and arrives the following day around 7:15 AM. All in all, the flight was on-time, check-in/boarding process was smooth, flight attendants were very nice and helpful, food was great, and the flight was smooth.With that being said, the economy seats are a bit lacking in terms of comfort, especially for a red-eye. I was seated in Seat # 30F, which is a middle seat in the middle section of the aircraft. It is hard to get any sleep due to the lack of seat recline, legroom, and width. It was made even more impossible when the people sitting next to me were watching movies on the in-flight entertainment system literally the entire flight. Next time, I will definitely opt for an aisle or window seat or splurge for premium economy as to try and get a little extra room and avoid people watching IFE.As for the other aspects of the flight, they were great. I was able to pre-order a gluten-free dinner online in advance. That's a nice feature as other airlines (e.g., American, United) requires having to call their customer service number. While that's not difficult, sometimes that means having to wait at least 15 minutes to speak with a representative. Lufthansa runs a good operation and would definitely fly again.
440285923;Lufthansa;5;27.11.16;Nov 16;0;Europe;Business Class;Bologna;Frankfurt;5;5;;;3;5;;Great trip with professional and so kind crew! All perfect!!!!Evaluation? 5 stars!!! See you soon!!! Thank you
440047720;Lufthansa;4;25.11.16;Oct 16;1;International;Premium Economy;Houston;Frankfurt;5;4;5;4;4;4;5;Was seated in premium economy and it is well worth the money. Great seats with sufficient space between the seats. As always, friendly and professional staff.Good selection of new and classic movies..
439538552;Lufthansa;4;23.11.16;Oct 16;1;International;Business Class;Bangalore;Frankfurt;4;4;4;4;3;4;4;Many people do not like Lufthansa for its impersonal service
439404948;Lufthansa;2;22.11.16;Oct 16;1;Europe;Economy;Athens;Frankfurt;2;1;1;1;2;2;1;What a surprise.This airline really disappoints. We sat on the tarmac for 20 minutes in buses. Tragic. Service very poor. Food average. Attitude by staff very poor.
439304866;Lufthansa;3;22.11.16;Nov 16;0;International;Premium Economy;Mexico City;Frankfurt;3;4;4;3;4;4;5;Best of this flight was WIFI on board. It cost, but it allowed me to keep on working.The seats are normal.
438729200;Lufthansa;3;20.11.16;Nov 16;0;International;Economy;Denver;Frankfurt;3;3;4;2;3;3;2;Really disappointed in the food quality and quantity, really down from years ago. I'd prefer SAA r somre other carrier. Plus they forgot to notify Germany they had a handicapped person they had to move to the bus. Wasted time and almost missed the bus waiting for them to pick me up.
437771321;Lufthansa;3;16.11.16;Nov 16;0;International;Business Class;New York;Frankfurt;1;4;4;3;3;2;4;Overall the flight was fine and the cabin crew did a nice job. However the business class seat was uncomfortable and far too narrow to provide a positive experience. When compared to the seat and service available on Cathay, Emirates, Singapore and even BA on some of their planes the business seat on LH ranks at the bottom. As much as they indicate you can lie flat, the space for an average sized man is much too narrow so your arms ends up in all sorts of bad positions. Ended up having to sleep partially sitting up.
437571197;Lufthansa;3;15.11.16;Oct 16;1;International;Economy;Orlando;Frankfurt;1;3;2;3;5;1;5;We rode in economy class 35 a and b. The Air conditioning was not working on our flight. We were given blankets but we did not need them. We were on red eye and we could not sleep or get comfortable because of the heat.
437278589;Lufthansa;3;14.11.16;Nov 16;0;Europe;Economy;Athens;Frankfurt;2;1;2;1;2;2;1;Terrible Airline. Staff rude, service very poor. Could not rate this airline any lower. Domt bother booking this airline.
437260820;Lufthansa;4;14.11.16;Aug 16;3;Europe;Economy;London;Frankfurt;4;5;5;4;5;5;5;Smaller plane but good service. Attendants very helpful loading extra bags into lockers etc. Snack was all that was needed for the first short flight. Excellent service also on the long flight to Hong Kong. Nice food and also the latest movies on the long haul section of the trip.
437254410;Lufthansa;5;14.11.16;Oct 16;1;International;Business Class;Denver;Frankfurt;5;5;5;4;5;5;5;Our 2nd time to take this trip in Business Class. Better loading and improved service this time. Good but not outstanding meals. The flat seats are comfortable.Much better selection of entertainment in 2016 than in 2014.Lots of walking to make connections in Frankfurt, but customs is a breeze.
436751793;Lufthansa;4;13.11.16;Nov 16;0;Europe;Economy;Sofia;Frankfurt;3;4;4;2;2;3;4;Lufthansa has always been providing excellent service with clean and fresh airplanes. The flight crews are always very professional and friendly. One could always ask for better inflight food being in economy, since serving a 'muffin cake' is not really a healthy option.
436726440;Lufthansa;3;12.11.16;Nov 16;0;International;Business Class;Osaka;Frankfurt;3;3;;;4;3;;Having had experienced various airlines on multiple trips to and from Japan (Tokyo and Osaka), Lufthansa's business class doesn't score high.In brief: The overal experience ranges greatly from flight to flight. All European flight attendants are correct but rather stiff and unflexible service-wise. Their enthusiasm and attention decreases with every advancing towards the rear row.Chairs, although fully reclining/flat, are not that comfortable and on a narrow side.Food is *very* average. Offering the most mainstream orange juice from a tetrapack isn't exactly a superiour experience. Espresso is served, but that's about it: no variation of any kind, no latte, nor macchiato, for example. Alcohol menu was good, if you care for that.If you have dietary restrictions, be prepared to be served half of what a regular passenger would be offered, get about the same very meals served 2x throughout the entire flight (fruit salad over and over again), and forget about any snacks or an extra bun...The Japanese menu was better, but the Western menu was flat as a brick. Desserts were below any level: apart from the tarte tatin, the rest was not worth mentioning. The cheese plate was also trivial and unsatisfactory taste-wise, and one single dried apricot accompanying the cheese bites felt comical.On the positive side: Lufthansa's complementary travel purse was ok - if you care for that. The blanket was cotton padded, and the Bose headphones were a joy to use. Good airport lounges must be noted, although very well visited/crowded. And Lufthansa's proverbial punctuality remains its core asset.All in all, given the choice, I'd opt for one of the Japanese airlines, which are *way* above anyone else on this segment. Then, the Swiss business class, or even Finnair. In business class, Lufthansa offers the bare minimum, focussing on the First class instead, which should not be mutually exlusive. With all due respect, Lufthansa, it's time to learn from your South East Asian competitors what supreme and customer-centered service is.
436172193;Lufthansa;4;10.11.16;Jan 16;10;International;Economy;Miami;Frankfurt;1;4;4;4;5;3;4;A pretty good flight. On time. Good service. Acceptable food. The Germans must have butts like rocks as the seat was sooo hard that my butt was in pain for almost all the trip.The only relief was to put the pillows on the seat and that was only temporary as the pillows were quite small.
435998853;Lufthansa;3;09.11.16;Oct 16;1;International;Economy;Orlando;Frankfurt;2;4;2;1;3;3;2;Alright, it was economy class and I deserve what I get, right? Well, I don't think so. This flight was purchased by my foreign client and I had little ability to modify much other than my economy seat assignment. As a Gold Star Alliance member (on United), I was hoping I could upgrade my seat. Could not online or at the counter. Though I had an emergency exit row seat, with no seat in front of me, my seat was horribly uncomfortable. There was no back support and the fixed arms dug into my hips... a day later I was very bruised on both hips... (Several flights from Ft Meyers to Dubai, with the exception of Ft Myers to Orlando all on Lufthansa.). The seat was torn, worn out, and just downright miserable.The flight crew was delightful. The food sucked. So, crappy food with a smile is still crappy food. The upside is Frankfurt has options to eat upon arrival. Lufthansa has gone the same direction as many US carriers... cut overhead by reducing the quality of the experience. I have flown on them for over 4 decades... and they have lost the charm they use to have. BTW, I looked at the business section, not all that impressive either...
435769739;Lufthansa;2;09.11.16;Apr 16;7;Europe;Business Class;Malta;Frankfurt;;;;;;;;My return flight from Luqa/Malta to Frankfurt/Germany was cancelled without warning or notification whatsoever.As usual, I tried to do the web check in the day before on the LH Website the flight would not pop up. Trying to call LH Malta offices was a fruitless undertaking which I gave up after 1 hour holding on. Thereafter, I tried to call the LH Frankfurt help line after 55 minutes my prepaid sim card ran out of money so I gave up. Getting back to the Apartment I tried the LH website once more and I learned many flights had been cancelled due to a pending Airport staff strike - but still no notification. I had to change my flight for the same day ie a day earlier then planned. I had a flight 2 days later to Bangalore via Dubai thus I need to get to Frankfurt. No hotel rooms available in and around Frankfurt either car hire prices had escalated - I had to drive 100km for an 2 night stay till my flight was leaving for Bangalore.Now, I can understand everything, but why on earth does LH have all my contact details, phone numbers email id's etc and when they can make usde of it they dont use it, but bombard one with promotional and other gumpf constantly. This, chaps from LH, is not what I would expect from a so called world class carrier as LH. Catch a wake up and look after your customers properly statement comes to mind!
