review_id;airline_name;review_rating;review_date;travel_date;date_dif;flight_length;booking_class;flight_origin;flight_destination;seat_comfort;customer_service;cleanliness;food_beverage;ife;value_for_money;check_in_boarding
433423925;Lufthansa;5;31.10.16;Mar 16;7;International;Business Class;Beijing;Frankfurt;5;4;5;4;5;5;4
433420108;Lufthansa;1;31.10.16;Sep 16;1;International;Premium Economy;Hong Kong;Frankfurt;1;1;4;2;3;1;4
433312602;Lufthansa;5;31.10.16;Oct 16;0;International;Business Class;Singapore;Frankfurt;4;5;5;5;5;5;5
433245039;Lufthansa;4;31.10.16;Oct 16;0;International;Business Class;Singapore;Frankfurt;4;4;;;3;4;
433235218;Lufthansa;5;31.10.16;Sep 16;1;International;Premium Economy;Dallas;Frankfurt;4;5;5;4;5;4;5
432907818;Lufthansa;3;30.10.16;Jan 16;9;Europe;Economy;Katowice;Frankfurt;3;3;3;3;2;3;3
432587791;Lufthansa;5;29.10.16;Oct 16;0;International;Business Class;Newark;Frankfurt;5;5;5;5;4;5;5
432312162;Lufthansa;1;27.10.16;Jul 16;3;Europe;Economy;Larnaca;Frankfurt;;1;;2;;2;2
432111271;Lufthansa;2;27.10.16;Oct 16;0;International;Economy;Hong Kong;Frankfurt;2;2;;;1;2;
432029184;Lufthansa;1;26.10.16;Oct 16;0;International;Premium Economy;Bangkok;Frankfurt;2;3;4;3;3;4;1
431955081;Lufthansa;5;26.10.16;Jul 16;3;Europe;Economy;London;Frankfurt;5;4;5;5;;5;5
431953703;Lufthansa;5;26.10.16;Sep 16;1;International;Premium Economy;Boston;Frankfurt;;;;;;;
431386456;Lufthansa;4;24.10.16;Oct 16;0;International;Business Class;Addis Ababa;Frankfurt;5;5;5;3;4;3;4
431176253;Lufthansa;3;24.10.16;Jul 16;3;International;Business Class;Delhi;Frankfurt;5;5;5;5;5;5;1
431146287;Lufthansa;4;24.10.16;Jun 16;4;International;Economy;Shanghai;Frankfurt;4;5;4;4;4;3;5
430535239;Lufthansa;4;22.10.16;Oct 16;0;Europe;Economy;Oslo;Frankfurt;3;5;5;4;3;4;5
430501354;Lufthansa;3;22.10.16;Mar 16;7;International;Economy;Beirut;Frankfurt;2;3;3;3;4;3;4
430476747;Lufthansa;1;21.10.16;Oct 16;0;International;Business Class;Denver;Frankfurt;;1;;;;1;1
429889428;Lufthansa;5;19.10.16;Jun 16;4;International;Premium Economy;New York;Frankfurt;5;5;;;5;5;
429659515;Lufthansa;4;19.10.16;Jan 16;9;International;Economy;Johannesburg;Frankfurt;4;5;5;5;5;4;5
429659092;Lufthansa;3;19.10.16;Oct 16;0;International;Economy;Bangkok;Frankfurt;2;2;3;3;3;2;4
429526073;Lufthansa;3;18.10.16;Oct 16;0;International;Business Class;Seattle;Frankfurt;3;3;3;2;4;2;5
429463566;Lufthansa;5;18.10.16;Oct 16;0;International;Economy;Vancouver;Frankfurt;4;5;5;5;;5;5
429426622;Lufthansa;4;18.10.16;Nov 15;11;International;Economy;Singapore;Frankfurt;4;5;5;4;5;4;5
429385808;Lufthansa;3;18.10.16;Oct 16;0;International;Economy;Montreal;Frankfurt;3;4;3;2;4;3;3
428942818;Lufthansa;4;17.10.16;Aug 16;2;International;Premium Economy;Chicago;Frankfurt;5;5;5;5;5;4;3
428846465;Lufthansa;5;17.10.16;Aug 16;2;International;Economy;Tampa;Frankfurt;4;5;5;5;4;5;5
428749461;Lufthansa;1;17.10.16;Oct 16;0;International;Economy;Amman;Frankfurt;1;2;2;1;1;2;1
428608730;Lufthansa;4;16.10.16;Oct 16;0;International;Business Class;Tehran;Frankfurt;4;5;;;4;2;
428606679;Lufthansa;5;16.10.16;Sep 16;1;International;Economy;Newark;Frankfurt;5;5;5;5;5;4;5
428587075;Lufthansa;3;16.10.16;May 16;5;International;Business Class;Hong Kong;Frankfurt;2;3;3;1;3;3;3
428571843;Lufthansa;3;16.10.16;Oct 16;0;Europe;Economy;Geneva;Frankfurt;3;2;3;2;;3;3
428511740;Lufthansa;5;16.10.16;Oct 16;0;International;Economy;Seattle;Frankfurt;4;5;;;4;5;
428412571;Lufthansa;4;16.10.16;Oct 16;0;International;Economy;Rio de Janeiro;Frankfurt;5;5;5;5;4;3;5
428328894;Lufthansa;4;16.10.16;Oct 16;0;International;Business Class;Rio de Janeiro;Frankfurt;3;5;5;3;5;3;5
428188861;Lufthansa;4;15.10.16;Oct 16;0;Europe;Economy;Barcelona;Frankfurt;3;5;4;4;3;4;5
428186594;Lufthansa;5;15.10.16;Oct 16;0;International;Economy;Mumbai;Frankfurt;4;5;4;5;4;4;5
428158422;Lufthansa;1;15.10.16;Jan 16;9;International;Economy;Singapore;Frankfurt;1;1;1;2;1;1;3
428115469;Lufthansa;5;15.10.16;Oct 16;0;International;Business Class;Hong Kong;Frankfurt;5;5;;;5;5;
428092747;Lufthansa;3;15.10.16;Oct 16;0;International;Business Class;Boston;Frankfurt;3;3;3;3;1;2;4
428050370;Lufthansa;4;14.10.16;Oct 16;0;International;Premium Economy;Singapore;Frankfurt;4;4;5;4;4;3;3
428006649;Lufthansa;5;14.10.16;Oct 16;0;International;First Class;San Francisco;Frankfurt;5;5;;;5;5;
427514733;Lufthansa;1;13.10.16;Nov 15;11;International;Economy;Johannesburg;Frankfurt;3;1;3;1;3;1;1
427469762;Lufthansa;4;12.10.16;Aug 16;2;International;Economy;Singapore;Frankfurt;4;4;5;4;4;5;4
427415445;Lufthansa;3;12.10.16;Sep 16;1;International;Business Class;Singapore;Frankfurt;2;5;5;5;2;3;4
427400723;Lufthansa;5;12.10.16;Sep 16;1;International;Economy;Tampa;Frankfurt;3;5;5;5;5;5;5
427073980;Lufthansa;3;11.10.16;Jul 16;3;Europe;Economy;Paris;Frankfurt;3;3;4;3;3;3;3
427072406;Lufthansa;4;11.10.16;Jun 16;4;International;Premium Economy;Hong Kong;Frankfurt;5;5;5;4;4;4;3
426700749;Lufthansa;5;10.10.16;Oct 16;0;International;Business Class;Seattle;Frankfurt;4;5;5;5;5;4;5
426646313;Lufthansa;5;10.10.16;Nov 15;11;International;Economy;Washington;Frankfurt;4;5;5;5;5;5;5
426118533;Lufthansa;4;08.10.16;Oct 16;0;International;Economy;Sao Paulo;Frankfurt;2;5;5;4;4;4;5
425859243;Lufthansa;3;07.10.16;Oct 16;0;Europe;Economy;Milan;Frankfurt;2;;4;4;;3;4
425804117;Lufthansa;4;07.10.16;Jul 16;3;Europe;Economy;London;Frankfurt;4;3;4;3;;3;3
425639450;Lufthansa;4;06.10.16;Oct 16;0;International;Economy;Johannesburg;Frankfurt;4;4;4;3;5;4;3
425638072;Lufthansa;2;06.10.16;Nov 15;11;International;Economy;Boston;Frankfurt;2;1;2;2;2;2;1
425609880;Lufthansa;4;06.10.16;Sep 16;1;Europe;Economy;Oslo;Frankfurt;4;4;4;4;4;4;1
425330403;Lufthansa;4;05.10.16;Sep 16;1;International;Economy;Boston;Frankfurt;5;4;5;4;4;4;5
425105719;Lufthansa;4;04.10.16;Sep 16;1;International;Economy;Buenos Aires;Frankfurt;2;5;4;4;3;2;5
425069934;Lufthansa;2;04.10.16;Sep 16;1;International;Economy;Kuwait;Frankfurt;1;3;3;3;4;4;2
425056536;Lufthansa;5;04.10.16;May 16;5;International;Premium Economy;Kuwait;Frankfurt;4;5;3;4;4;5;5
424995460;Lufthansa;5;04.10.16;Aug 16;2;International;Economy;Boston;Frankfurt;3;5;5;4;5;5;4
424577223;Lufthansa;3;02.10.16;Dec 15;10;International;Premium Economy;Johannesburg;Frankfurt;4;4;4;4;4;3;3
424570012;Lufthansa;3;02.10.16;Oct 16;0;International;Economy;Bangkok;Frankfurt;3;4;;;4;3;
424539205;Lufthansa;5;02.10.16;Sep 16;1;International;Economy;Washington;Frankfurt;4;5;5;4;4;4;4
424520732;Lufthansa;1;02.10.16;Sep 16;1;Europe;Business Class;Malaga;Frankfurt;4;1;;;2;1;
424426201;Lufthansa;5;02.10.16;Sep 16;1;International;First Class;Dallas;Frankfurt;5;5;5;5;5;5;5
424346142;Lufthansa;4;02.10.16;Sep 16;1;International;Economy;Hong Kong;Frankfurt;3;4;4;3;3;3;4
424342662;Lufthansa;4;02.10.16;Oct 16;0;Europe;Economy;Milan;Frankfurt;3;4;4;3;;4;4
424324862;Lufthansa;4;02.10.16;Sep 16;1;International;Business Class;Delhi;Frankfurt;4;4;5;;4;3;4
424231404;Lufthansa;4;01.10.16;Sep 16;1;International;Business Class;Orlando;Frankfurt;5;5;4;4;5;3;5
424184256;Lufthansa;3;01.10.16;Sep 16;1;International;Economy;Vancouver;Frankfurt;3;3;4;3;5;1;4
424166956;Lufthansa;3;01.10.16;Oct 16;0;International;Economy;San Francisco;Frankfurt;2;5;;;5;;
424101097;Lufthansa;4;01.10.16;Sep 16;1;International;Premium Economy;Miami;Frankfurt;5;5;5;5;4;5;5
424076748;Lufthansa;3;01.10.16;Sep 16;1;Europe;Economy;St. Petersburg;Frankfurt;3;1;4;1;1;3;4
424021741;Lufthansa;2;01.10.16;Sep 16;1;International;Business Class;Seoul;Frankfurt;4;2;2;2;3;3;3
424010864;Lufthansa;5;01.10.16;Sep 16;1;International;Economy;Philadelphia;Frankfurt;5;5;5;5;5;5;5
423819122;Lufthansa;4;30.09.16;Dec 15;9;International;Economy;Bogota;Frankfurt;4;5;5;5;3;5;3
423792136;Lufthansa;2;30.09.16;Sep 16;0;International;Economy;Denver;Frankfurt;;;;;;;
423782031;Lufthansa;2;30.09.16;Sep 16;0;Europe;Economy;Amsterdam;Frankfurt;2;1;3;1;1;2;1
423748234;Lufthansa;5;30.09.16;Sep 16;0;Europe;Economy;Manchester;Frankfurt;;;;;;;
423725623;Lufthansa;5;30.09.16;Sep 16;0;Europe;Economy;Aberdeen;Frankfurt;3;5;5;3;3;4;5
423715815;Lufthansa;5;29.09.16;Sep 16;0;International;Economy;Boston;Frankfurt;3;5;4;4;5;4;4
423701947;Lufthansa;3;29.09.16;Nov 15;10;International;Economy;Newark;Frankfurt;3;4;5;4;4;4;5
423693265;Lufthansa;4;29.09.16;Sep 16;0;International;Economy;Atlanta;Frankfurt;3;4;4;4;4;4;4
423640048;Lufthansa;4;29.09.16;Oct 15;11;International;Business Class;Los Angeles;Frankfurt;5;5;5;4;5;4;5
423571849;Lufthansa;5;29.09.16;Aug 16;1;International;Economy;Delhi;Frankfurt;5;5;5;5;4;5;5
423505423;Lufthansa;1;29.09.16;Sep 16;0;International;Economy;Chicago;Frankfurt;1;1;3;1;3;1;1
423494927;Lufthansa;4;29.09.16;Sep 16;0;Europe;Economy;Budapest;Frankfurt;4;4;4;4;;;4
423482882;Lufthansa;4;29.09.16;Aug 16;1;International;Economy;Tampa;Frankfurt;3;5;4;5;5;2;5
423394711;Lufthansa;4;28.09.16;Aug 16;1;International;Economy;Singapore;Frankfurt;5;5;5;3;5;5;5
423388383;Lufthansa;5;28.09.16;Jan 16;8;Europe;Economy;Paris;Frankfurt;5;5;4;4;5;4;4
423370738;Lufthansa;3;28.09.16;Sep 16;0;Europe;Economy;Krakow;Frankfurt;3;5;5;3;3;3;1
423370463;Lufthansa;4;28.09.16;Sep 16;0;Europe;Economy;Budapest;Frankfurt;4;4;4;4;4;4;4
423364272;Lufthansa;5;28.09.16;Aug 16;1;International;Economy;Seattle;Frankfurt;4;5;5;5;5;5;4
423361101;Lufthansa;4;28.09.16;Oct 15;11;International;Premium Economy;Orlando;Frankfurt;5;4;4;3;4;4;2
423318745;Lufthansa;4;28.09.16;Jun 16;3;International;Economy;Shanghai;Frankfurt;4;5;3;4;4;4;3
423318348;Lufthansa;5;28.09.16;Jul 16;2;International;Economy;New York;Frankfurt;4;5;3;5;5;5;5
423318202;Lufthansa;4;28.09.16;Sep 16;0;International;Premium Economy;Los Angeles;Frankfurt;4;4;4;4;4;4;4
423313870;Lufthansa;4;28.09.16;Sep 16;0;International;Business Class;Toronto;Frankfurt;5;5;5;5;5;5;1
423302218;Lufthansa;1;28.09.16;Sep 16;0;International;Economy;Atlanta;Frankfurt;1;3;3;1;3;1;5
423294554;Lufthansa;5;28.09.16;Jan 16;8;International;Business Class;Vancouver;Frankfurt;5;5;5;5;3;3;5
423294036;Lufthansa;4;28.09.16;Sep 16;0;International;Economy;Miami;Frankfurt;4;5;4;3;5;3;4
423290324;Lufthansa;5;28.09.16;Sep 16;0;International;Economy;Seattle;Frankfurt;4;5;5;5;5;5;5
423285022;Lufthansa;5;28.09.16;Aug 16;1;International;Premium Economy;Los Angeles;Frankfurt;5;5;5;5;5;5;5
423267152;Lufthansa;1;28.09.16;Sep 16;0;International;Economy;Denver;Frankfurt;1;1;2;2;3;2;2
423262221;Lufthansa;5;28.09.16;Oct 15;11;International;Economy;Washington;Frankfurt;5;5;5;5;5;4;5
423260010;Lufthansa;5;28.09.16;Sep 16;0;Europe;Premium Economy;Vienna;Frankfurt;4;5;5;5;3;4;5
423259195;Lufthansa;5;28.09.16;Aug 16;1;International;Economy;Chicago;Frankfurt;3;5;;4;5;4;5
423254811;Lufthansa;4;28.09.16;Sep 16;0;International;Economy;Vancouver;Frankfurt;1;5;4;4;5;3;5
423249291;Lufthansa;1;28.09.16;Aug 16;1;International;Economy;Los Angeles;Frankfurt;1;1;4;3;4;3;1
423244655;Lufthansa;5;28.09.16;Sep 16;0;International;Economy;Detroit;Frankfurt;4;5;5;5;5;5;5
423244144;Lufthansa;4;28.09.16;Aug 16;1;Europe;Economy;London;Frankfurt;3;5;3;3;;3;5
423240583;Lufthansa;2;28.09.16;Aug 16;1;International;Economy;Chicago;Frankfurt;2;3;3;3;3;2;3
423235890;Lufthansa;4;28.09.16;Jul 16;2;International;Economy;Los Angeles;Frankfurt;3;4;4;3;3;4;4
423234331;Lufthansa;5;28.09.16;Aug 16;1;International;Economy;Toronto;Frankfurt;3;4;4;3;4;3;4
423233065;Lufthansa;5;28.09.16;Aug 16;1;International;Business Class;Chicago;Frankfurt;5;5;5;4;5;5;4
423230451;Lufthansa;5;28.09.16;Sep 16;0;International;Business Class;Orlando;Frankfurt;5;5;5;5;5;5;5
423228329;Lufthansa;2;28.09.16;Jun 16;3;International;Economy;New York;Frankfurt;1;2;3;3;1;3;2
423228311;Lufthansa;5;28.09.16;Oct 15;11;International;Business Class;Miami;Frankfurt;1;3;3;1;3;2;5
423227088;Lufthansa;1;28.09.16;Sep 16;0;Europe;Economy;Milan;Frankfurt;2;1;2;2;2;1;1
423217990;Lufthansa;5;28.09.16;Jul 16;2;International;Business Class;Denver;Frankfurt;5;5;5;5;5;5;4
423192421;Lufthansa;4;28.09.16;Sep 16;0;International;Economy;Chicago;Frankfurt;4;5;4;4;4;4;5
423185087;Lufthansa;4;28.09.16;Jul 16;2;International;Economy;Manchester;Frankfurt;4;4;4;4;2;4;4
423172755;Lufthansa;4;28.09.16;Sep 16;0;Europe;Economy;Manchester;Frankfurt;4;4;4;3;3;3;3
423162417;Lufthansa;5;28.09.16;Sep 16;0;Europe;Economy;Bristol;Frankfurt;4;5;5;3;;4;5
423159769;Lufthansa;1;28.09.16;Sep 16;0;International;Economy;Chicago;Frankfurt;1;2;3;3;3;2;4
423158271;Lufthansa;3;28.09.16;Aug 16;1;International;Economy;Tel-aviv;Frankfurt;3;4;5;2;1;4;4
423136282;Lufthansa;5;28.09.16;Sep 16;0;International;Premium Economy;Singapore;Frankfurt;4;5;5;5;4;5;5
423136099;Lufthansa;4;28.09.16;Sep 16;0;Europe;Economy;Malta;Frankfurt;3;4;4;3;1;4;4
423134138;Lufthansa;4;28.09.16;Jun 16;3;International;Business Class;Rio de Janeiro;Frankfurt;4;3;5;4;5;3;5
423125217;Lufthansa;5;28.09.16;Aug 16;1;International;Economy;Tampa;Frankfurt;5;5;4;5;4;5;4
423105505;Lufthansa;4;28.09.16;Sep 16;0;International;Economy;Hong Kong;Frankfurt;3;4;4;4;2;3;2
423040219;Lufthansa;5;28.09.16;Sep 16;0;International;Business Class;Singapore;Frankfurt;5;5;5;4;5;4;5
423025381;Lufthansa;4;27.09.16;Sep 16;0;International;Premium Economy;Bangalore;Frankfurt;4;4;4;3;3;3;4
423013397;Lufthansa;5;27.09.16;Jan 16;8;International;Economy;Delhi;Frankfurt;4;5;5;5;5;5;5
423010952;Lufthansa;3;27.09.16;Sep 16;0;International;Economy;Mumbai;Frankfurt;4;3;4;3;4;3;4
423008900;Lufthansa;4;27.09.16;Sep 16;0;International;Economy;Johannesburg;Frankfurt;4;4;4;2;4;3;4
423006595;Lufthansa;3;27.09.16;Sep 16;0;International;Premium Economy;Vancouver;Frankfurt;3;3;4;2;3;2;1
423003979;Lufthansa;4;27.09.16;Sep 16;0;Europe;Economy;Amsterdam;Frankfurt;3;4;4;4;;4;5
422999722;Lufthansa;4;27.09.16;Aug 16;1;International;Premium Economy;Singapore;Frankfurt;4;4;4;4;5;4;4
422998155;Lufthansa;3;27.09.16;Aug 16;1;International;Economy;Amman;Frankfurt;4;4;;;2;5;
422997504;Lufthansa;5;27.09.16;Aug 16;1;International;Economy;Lagos;Frankfurt;5;5;5;5;5;4;5
422996469;Lufthansa;5;27.09.16;Aug 16;1;International;Premium Economy;Singapore;Frankfurt;5;5;5;5;5;5;5
422995738;Lufthansa;1;27.09.16;Aug 16;1;International;Economy;Singapore;Frankfurt;3;3;3;3;3;3;2
422813542;Lufthansa;1;27.09.16;Sep 16;0;Europe;Business Class;Amsterdam;Frankfurt;1;3;4;1;1;1;5
422410534;Lufthansa;5;26.09.16;Aug 16;1;International;Economy;Houston;Frankfurt;4;5;5;5;4;5;5
422180344;Lufthansa;5;25.09.16;Sep 16;0;Domestic;Economy;Munich;Frankfurt;5;5;;;3;5;
421839160;Lufthansa;4;24.09.16;Jul 16;2;Europe;Economy;Amsterdam;Frankfurt;4;4;4;3;3;3;2
421296062;Lufthansa;3;22.09.16;Aug 16;1;International;Economy;Houston;Frankfurt;3;3;4;3;2;3;3
420985043;Lufthansa;4;21.09.16;Sep 16;0;Europe;Economy;Birmingham;Frankfurt;3;4;4;3;;4;2
420979505;Lufthansa;5;21.09.16;Nov 15;10;International;Business Class;Vancouver;Frankfurt;5;5;5;5;5;5;5
